"id","temp","atemp","windspeed","precipitation","hum","weather_type","season","yr","mnth","day","hr","weekday","classic_bike","electric_bike","casual","registered","cnt"
"2023-1-19-5","2.3","-0.9","8.1","0","88",1,1,2023,1,19,5,3,248,247,36,459,495
"2023-1-19-6","3","-0.7","11.6","0","86",1,1,2023,1,19,6,3,757,663,102,1318,1420
"2023-1-19-7","2.8","-0.1","6.4","0","87",1,1,2023,1,19,7,3,1734,1433,182,2985,3167
"2023-1-19-8","3","0.2","5.6","0","88",1,1,2023,1,19,8,3,2126,1663,211,3578,3789
"2023-1-19-9","3.9","1.4","4.5","0.3","85",3,1,2023,1,19,9,3,1100,893,119,1874,1993
"2023-1-2-0","6.1","3.4","7.9","0","82",1,1,2023,1,2,0,0,241,565,226,580,806
"2023-1-2-1","6.4","4.1","5.4","0","83",1,1,2023,1,2,1,0,158,290,138,310,448
"2023-1-2-10","6.8","4.4","7.3","0","85",1,1,2023,1,2,10,0,1491,1368,566,2293,2859
"2023-1-2-11","8.3","6.3","5.8","0","83",1,1,2023,1,2,11,0,1881,1737,786,2832,3618
"2023-1-2-12","9.9","8.3","3.9","0","76",1,1,2023,1,2,12,0,2250,2095,1119,3226,4345
"2023-1-2-13","11","9.6","2.9","0","71",1,1,2023,1,2,13,0,2600,2606,1416,3790,5206
"2023-1-2-14","12","10.5","3.4","0","67",1,1,2023,1,2,14,0,2809,2899,1602,4106,5708
"2023-1-2-15","12.5","10.8","6","0","66",1,1,2023,1,2,15,0,2881,3030,1607,4304,5911
"2023-1-2-16","12.7","10.6","9","0","67",1,1,2023,1,2,16,0,2720,2926,1489,4157,5646
"2023-1-2-17","11.1","9.4","6.5","0","76",1,1,2023,1,2,17,0,2265,2644,1103,3806,4909
"2023-1-2-18","9.3","7.5","6.3","0.2","82",3,1,2023,1,2,18,0,1733,2290,848,3175,4023
"2023-1-2-19","8.4","6.6","6","0","86",1,1,2023,1,2,19,0,1359,1816,632,2543,3175
"2023-1-2-2","5.5","2.8","8","0","86",1,1,2023,1,2,2,0,94,198,105,187,292
"2023-1-2-20","7.6","5.5","8","0","91",1,1,2023,1,2,20,0,1058,1463,538,1983,2521
"2023-1-2-21","8.8","7","6.8","0","87",1,1,2023,1,2,21,0,652,997,336,1313,1649
"2023-1-2-22","8.3","6.6","6.3","0","92",1,1,2023,1,2,22,0,340,657,222,775,997
"2023-1-2-23","8.5","7.2","4.5","0.3","92",3,1,2023,1,2,23,0,265,543,197,611,808
"2023-1-2-3","4.4","1.7","7.7","0","90",1,1,2023,1,2,3,0,63,109,72,100,172
"2023-1-2-4","5","2.3","7.9","0","91",1,1,2023,1,2,4,0,53,106,54,105,159
"2023-1-2-5","4.5","1.7","8.7","0","91",1,1,2023,1,2,5,0,94,190,46,238,284
"2023-1-2-6","4.4","1.6","8.7","0","90",1,1,2023,1,2,6,0,204,334,61,477,538
"2023-1-2-7","4.5","1.8","7.7","0","90",1,1,2023,1,2,7,0,388,481,121,748,869
"2023-1-2-8","4.9","2.3","7.7","0","90",1,1,2023,1,2,8,0,692,733,171,1254,1425
"2023-1-2-9","5.7","3.4","6.3","0","89",1,1,2023,1,2,9,0,969,1057,340,1686,2026
"2023-1-20-0","4.3","0.7","15.3","0.6","98",3,1,2023,1,20,0,4,173,301,77,397,474
"2023-1-20-1","4.3","0.9","13.4","0","97",1,1,2023,1,20,1,4,106,185,58,233,291
"2023-1-20-10","6.1","1.1","22.9","0","79",1,1,2023,1,20,10,4,1338,1203,258,2283,2541
"2023-1-20-11","7.9","2.9","22.4","0","69",1,1,2023,1,20,11,4,1304,1208,334,2178,2512
"2023-1-20-12","8.9","2.8","29.3","0","60",1,1,2023,1,20,12,4,1537,1455,404,2588,2992
"2023-1-20-13","8.7","2.4","30.7","0","60",1,1,2023,1,20,13,4,1245,1296,343,2198,2541
"2023-1-20-14","8","2","28.8","0","63",1,1,2023,1,20,14,4,1523,1629,378,2774,3152
"2023-1-20-15","7.7","1.9","26.8","0","64",1,1,2023,1,20,15,4,1756,1981,481,3256,3737
"2023-1-20-16","8.1","2","27.9","0","60",1,1,2023,1,20,16,4,2071,2224,512,3783,4295
"2023-1-20-17","7.5","2.2","22.8","0","62",1,1,2023,1,20,17,4,2551,2473,585,4439,5024
"2023-1-20-18","6.7","1.8","19.9","0","65",1,1,2023,1,20,18,4,2364,2209,487,4086,4573
"2023-1-20-19","6.3","1.6","19","0","67",1,1,2023,1,20,19,4,1893,1983,477,3399,3876
"2023-1-20-2","4.1","1.2","10.2","0","97",1,1,2023,1,20,2,4,83,130,47,166,213
"2023-1-20-20","4.6","0.6","13.5","0","74",1,1,2023,1,20,20,4,1123,1340,327,2136,2463
"2023-1-20-21","4.7","0.1","16.3","0","70",1,1,2023,1,20,21,4,813,991,258,1546,1804
"2023-1-20-22","4.1","-0.4","15.3","0","70",1,1,2023,1,20,22,4,698,848,250,1296,1546
"2023-1-20-23","3.4","-0.7","12.8","0","74",1,1,2023,1,20,23,4,490,772,235,1027,1262
"2023-1-20-3","3.5","1","6.9","0","97",1,1,2023,1,20,3,4,44,78,18,104,122
"2023-1-20-4","3.5","0.3","11.3","0","97",1,1,2023,1,20,4,4,58,80,19,119,138
"2023-1-20-5","3.6","1.7","2.5","0","97",1,1,2023,1,20,5,4,189,261,40,410,450
"2023-1-20-6","1.8","-1.1","6.9","0","100",1,1,2023,1,20,6,4,512,695,81,1126,1207
"2023-1-20-7","3","-0.1","9.7","0","97",1,1,2023,1,20,7,4,1225,1433,182,2476,2658
"2023-1-20-8","1.7","-2.2","13.3","0","95",1,1,2023,1,20,8,4,2092,2066,281,3877,4158
"2023-1-20-9","5.1","0.3","21.4","0","83",1,1,2023,1,20,9,4,1773,1583,254,3102,3356
"2023-1-21-0","3.7","-0.1","11.4","0.1","75",3,1,2023,1,21,0,5,430,712,242,900,1142
"2023-1-21-1","4","0.2","11.7","0.1","77",3,1,2023,1,21,1,5,359,497,197,659,856
"2023-1-21-10","3.2","-2.1","17.8","0","59",1,1,2023,1,21,10,5,1518,1350,402,2466,2868
"2023-1-21-11","4.1","-1.5","19.9","0","55",1,1,2023,1,21,11,5,1833,1630,583,2880,3463
"2023-1-21-12","4.7","-0.7","18.4","0","51",1,1,2023,1,21,12,5,1908,1782,616,3074,3690
"2023-1-21-13","5.1","-0.1","17","0","49",1,1,2023,1,21,13,5,2090,1844,752,3182,3934
"2023-1-21-14","5.4","0.6","14.2","0","48",1,1,2023,1,21,14,5,1985,1720,653,3052,3705
"2023-1-21-15","5.8","1.3","12","0","47",1,1,2023,1,21,15,5,2050,1778,732,3096,3828
"2023-1-21-16","6","1.9","9.7","0","46",1,1,2023,1,21,16,5,1965,1711,617,3059,3676
"2023-1-21-17","5.7","1.9","7.9","0","47",1,1,2023,1,21,17,5,1686,1462,536,2612,3148
"2023-1-21-18","3.5","-0.1","6.9","0","60",1,1,2023,1,21,18,5,1314,1397,415,2296,2711
"2023-1-21-19","3","-0.7","7.6","0","63",1,1,2023,1,21,19,5,1226,1334,391,2169,2560
"2023-1-21-2","3.1","-0.5","10.3","0","83",1,1,2023,1,21,2,5,245,296,132,409,541
"2023-1-21-20","0.5","-3.3","8","0","70",1,1,2023,1,21,20,5,984,1068,343,1709,2052
"2023-1-21-21","0","-3.7","7.2","0","73",1,1,2023,1,21,21,5,674,791,236,1229,1465
"2023-1-21-22","-1.4","-5.2","8.1","0","82",1,1,2023,1,21,22,5,578,771,214,1135,1349
"2023-1-21-23","-2","-5.8","7.7","0","84",1,1,2023,1,21,23,5,595,761,244,1112,1356
"2023-1-21-3","2.9","-1.4","14.3","0","79",1,1,2023,1,21,3,5,159,189,76,272,348
"2023-1-21-4","2.2","-3.1","19.4","0","72",1,1,2023,1,21,4,5,104,126,64,166,230
"2023-1-21-5","1.1","-4","17.3","0","72",1,1,2023,1,21,5,5,67,110,30,147,177
"2023-1-21-6","0.5","-4.6","16.8","0","74",1,1,2023,1,21,6,5,126,215,42,299,341
"2023-1-21-7","0","-4.6","13.2","0","75",1,1,2023,1,21,7,5,310,379,65,624,689
"2023-1-21-8","0.9","-3.4","11.5","0","71",1,1,2023,1,21,8,5,668,707,144,1231,1375
"2023-1-21-9","2.1","-2.7","14.8","0","67",1,1,2023,1,21,9,5,1094,1061,273,1882,2155
"2023-1-22-0","-2.4","-6.2","7.4","0","86",1,1,2023,1,22,0,6,475,574,212,837,1049
"2023-1-22-1","-2.9","-6.8","8.4","0","87",1,1,2023,1,22,1,6,369,428,164,633,797
"2023-1-22-10","2.3","-0.9","6.2","0","79",1,1,2023,1,22,10,6,1367,936,347,1956,2303
"2023-1-22-11","3.5","-0.5","10.2","0","62",1,1,2023,1,22,11,6,1625,1245,478,2392,2870
"2023-1-22-12","4.3","-0.1","12.3","0","57",1,1,2023,1,22,12,6,1750,1374,543,2581,3124
"2023-1-22-13","5.1","0.3","15.8","0","58",1,1,2023,1,22,13,6,1884,1521,634,2771,3405
"2023-1-22-14","5.3","0.8","14.7","0","60",1,1,2023,1,22,14,6,1959,1581,649,2891,3540
"2023-1-22-15","5.4","1","14.3","0","60",1,1,2023,1,22,15,6,1886,1698,594,2990,3584
"2023-1-22-16","5.5","0.9","15.6","0","62",1,1,2023,1,22,16,6,1397,1382,420,2359,2779
"2023-1-22-17","5.4","2","8.2","0","63",1,1,2023,1,22,17,6,685,814,183,1316,1499
"2023-1-22-18","4.9","2","5","0","68",1,1,2023,1,22,18,6,529,673,136,1066,1202
"2023-1-22-19","4.4","1.8","3.4","0.1","74",3,1,2023,1,22,19,6,239,334,61,512,573
"2023-1-22-2","-3.1","-7","8","0","87",1,1,2023,1,22,2,6,242,278,129,391,520
"2023-1-22-20","1.7","-1.8","10.8","0.6","95",3,1,2023,1,22,20,6,166,243,38,371,409
"2023-1-22-21","2","-1.8","13.4","1.7","97",3,1,2023,1,22,21,6,171,240,35,376,411
"2023-1-22-22","2","-1.9","13.8","1.6","98",3,1,2023,1,22,22,6,108,167,34,241,275
"2023-1-22-23","2.1","-1.9","14.9","1.4","98",3,1,2023,1,22,23,6,52,115,27,140,167
"2023-1-22-3","-2.9","-6.8","7.7","0","87",1,1,2023,1,22,3,6,195,212,103,304,407
"2023-1-22-4","-1.8","-5.3","5.4","0","84",1,1,2023,1,22,4,6,104,132,53,183,236
"2023-1-22-5","-3.5","-7.3","7.4","0","91",1,1,2023,1,22,5,6,63,83,25,121,146
"2023-1-22-6","-3.5","-7.2","7.4","0","94",1,1,2023,1,22,6,6,130,139,43,226,269
"2023-1-22-7","-1.3","-4.3","4.6","0","96",1,1,2023,1,22,7,6,291,280,59,512,571
"2023-1-22-8","-1.3","-4.8","6.6","0","89",1,1,2023,1,22,8,6,481,398,104,775,879
"2023-1-22-9","0.5","-2.3","3.3","0","85",1,1,2023,1,22,9,6,854,683,193,1344,1537
"2023-1-23-0","2.1","-2.4","18.1","2.5","98",3,1,2023,1,23,0,0,23,58,11,70,81
"2023-1-23-1","2.2","-2.4","19.1","1.7","98",3,1,2023,1,23,1,0,21,50,18,53,71
"2023-1-23-10","2.6","-1.4","15.5","0.7","95",3,1,2023,1,23,10,0,408,404,49,763,812
"2023-1-23-11","2.8","-1.6","17.2","0.1","91",3,1,2023,1,23,11,0,325,352,40,637,677
"2023-1-23-12","2.1","-2.2","17.5","0.5","99",3,1,2023,1,23,12,0,432,511,73,870,943
"2023-1-23-13","2.4","-1.6","15.3","0.6","97",3,1,2023,1,23,13,0,383,447,64,766,830
"2023-1-23-14","2.9","-1.6","19.9","0.8","98",3,1,2023,1,23,14,0,427,595,71,951,1022
"2023-1-23-15","2","-2.4","17.6","1.3","98",3,1,2023,1,23,15,0,514,777,83,1208,1291
"2023-1-23-16","2.8","-1.9","19.6","0.6","91",3,1,2023,1,23,16,0,947,1303,154,2096,2250
"2023-1-23-17","2.9","-2.8","25","0.2","83",3,1,2023,1,23,17,0,1762,2002,250,3514,3764
"2023-1-23-18","2.5","-3.2","24.9","0.1","84",3,1,2023,1,23,18,0,1936,2020,279,3677,3956
"2023-1-23-19","2.5","-3.2","24.1","0.1","80",3,1,2023,1,23,19,0,1443,1512,223,2732,2955
"2023-1-23-2","2.2","-2.6","20.6","2.2","98",3,1,2023,1,23,2,0,18,39,13,44,57
"2023-1-23-20","2","-3.9","23.9","0","75",1,1,2023,1,23,20,0,913,1075,147,1841,1988
"2023-1-23-21","1.7","-4.1","22.8","0","73",1,1,2023,1,23,21,0,635,798,118,1315,1433
"2023-1-23-22","1.3","-4.3","20.8","0","73",1,1,2023,1,23,22,0,445,568,91,922,1013
"2023-1-23-23","1.1","-4.4","20","0","70",1,1,2023,1,23,23,0,239,446,84,601,685
"2023-1-23-3","2.5","-2.5","21.7","1.6","97",3,1,2023,1,23,3,0,15,33,14,34,48
"2023-1-23-4","2.8","-2","21.1","0.8","96",3,1,2023,1,23,4,0,31,48,19,60,79
"2023-1-23-5","2.9","-1.9","21.3","0.3","97",3,1,2023,1,23,5,0,133,180,21,292,313
"2023-1-23-6","2.9","-2.2","22.9","0.3","93",3,1,2023,1,23,6,0,384,503,60,827,887
"2023-1-23-7","2.7","-2.3","21.6","0.5","95",3,1,2023,1,23,7,0,866,1039,106,1799,1905
"2023-1-23-8","2.2","-2.2","16.9","1.4","94",3,1,2023,1,23,8,0,1289,1406,161,2534,2695
"2023-1-23-9","2.5","-1.1","12.8","0.6","95",3,1,2023,1,23,9,0,988,939,109,1818,1927
"2023-1-24-0","0.3","-5.4","20.8","0","70",1,1,2023,1,24,0,1,116,243,55,304,359
"2023-1-24-1","-0.1","-5.5","18","0","70",1,1,2023,1,24,1,1,65,117,25,157,182
"2023-1-24-10","1.7","-2.9","14","0","68",1,1,2023,1,24,10,1,1227,1136,185,2178,2363
"2023-1-24-11","3.6","-1.7","18.5","0","57",1,1,2023,1,24,11,1,1113,1035,223,1925,2148
"2023-1-24-12","5","-0.6","19.8","0","51",1,1,2023,1,24,12,1,1307,1279,300,2286,2586
"2023-1-24-13","6.3","0.4","22.1","0","47",1,1,2023,1,24,13,1,1387,1414,352,2449,2801
"2023-1-24-14","7.6","1.1","27.7","0","47",1,1,2023,1,24,14,1,1489,1595,368,2716,3084
"2023-1-24-15","7.6","1.2","26.4","0","47",1,1,2023,1,24,15,1,1512,1882,393,3001,3394
"2023-1-24-16","7","0.9","24.3","0","49",1,1,2023,1,24,16,1,1807,2102,397,3512,3909
"2023-1-24-17","5.8","0.1","22","0","53",1,1,2023,1,24,17,1,2600,2600,441,4759,5200
"2023-1-24-18","4","-0.9","15.9","0","57",1,1,2023,1,24,18,1,2760,2513,421,4852,5273
"2023-1-24-19","2.7","-1.5","10.9","0","63",1,1,2023,1,24,19,1,1872,1898,343,3427,3770
"2023-1-24-2","-0.6","-5.4","13.4","0","71",1,1,2023,1,24,2,1,23,78,15,86,101
"2023-1-24-20","1.7","-2.1","7.6","0","65",1,1,2023,1,24,20,1,1263,1295,236,2322,2558
"2023-1-24-21","2.5","-1.6","10.2","0","63",1,1,2023,1,24,21,1,904,918,177,1645,1822
"2023-1-24-22","2.3","-1.8","10.1","0","63",1,1,2023,1,24,22,1,730,811,174,1367,1541
"2023-1-24-23","0.8","-3","7.7","0","72",1,1,2023,1,24,23,1,390,468,102,756,858
"2023-1-24-3","-0.8","-5.4","12.3","0","71",1,1,2023,1,24,3,1,36,69,20,85,105
"2023-1-24-4","-1.1","-5.6","11.4","0","74",1,1,2023,1,24,4,1,54,79,18,115,133
"2023-1-24-5","-1.1","-5.7","13","0","75",1,1,2023,1,24,5,1,207,305,31,481,512
"2023-1-24-6","-1.2","-5.6","11.8","0","79",1,1,2023,1,24,6,1,704,774,80,1398,1478
"2023-1-24-7","-1.2","-5.8","13.6","0","79",1,1,2023,1,24,7,1,1490,1594,155,2929,3084
"2023-1-24-8","-0.4","-4.8","11.5","0","77",1,1,2023,1,24,8,1,2547,2326,299,4574,4873
"2023-1-24-9","0.6","-4.3","15","0","71",1,1,2023,1,24,9,1,1975,1627,277,3325,3602
"2023-1-25-0","0","-3.9","8.8","0","75",1,1,2023,1,25,0,2,197,323,79,441,520
"2023-1-25-1","-0.6","-4.5","8.4","0","78",1,1,2023,1,25,1,2,75,166,44,197,241
"2023-1-25-10","0.5","-2.5","2.7","0","77",1,1,2023,1,25,10,2,1286,1093,193,2186,2379
"2023-1-25-11","1.3","-2.1","5.9","0","74",1,1,2023,1,25,11,2,1143,1025,204,1964,2168
"2023-1-25-12","2.4","-0.9","6","0","69",1,1,2023,1,25,12,2,1222,1223,238,2207,2445
"2023-1-25-13","3.4","-0.7","11.6","0","67",1,1,2023,1,25,13,2,662,858,139,1381,1520
"2023-1-25-14","3.3","-1","14.2","0.4","76",3,1,2023,1,25,14,2,351,561,73,839,912
"2023-1-25-15","2.4","-1.7","15.5","1.1","95",3,1,2023,1,25,15,2,494,774,90,1178,1268
"2023-1-25-16","2","-2.3","17.2","1","98",3,1,2023,1,25,16,2,546,842,84,1304,1388
"2023-1-25-17","2.5","-2","18.1","0.9","95",3,1,2023,1,25,17,2,1336,1576,199,2713,2912
"2023-1-25-18","3.9","-1.2","23.8","0.4","92",3,1,2023,1,25,18,2,1165,1344,166,2343,2509
"2023-1-25-19","5.9","0.5","28","0.7","92",3,1,2023,1,25,19,2,346,405,43,708,751
"2023-1-25-2","-1.4","-5.1","6.8","0","82",1,1,2023,1,25,2,2,54,101,25,130,155
"2023-1-25-20","6","0.2","31.9","1.2","95",4,1,2023,1,25,20,2,215,290,35,470,505
"2023-1-25-21","8.2","2.4","35.9","8.9","96",4,1,2023,1,25,21,2,165,243,27,381,408
"2023-1-25-22","10","3.4","44.7","2.9","96",3,1,2023,1,25,22,2,147,211,38,320,358
"2023-1-25-23","10.5","4.9","38.5","2.5","96",3,1,2023,1,25,23,2,107,215,27,295,322
"2023-1-25-3","-1.5","-5.2","7","0","84",1,1,2023,1,25,3,2,53,81,15,119,134
"2023-1-25-4","-1.7","-5.3","7","0","85",1,1,2023,1,25,4,2,42,70,20,92,112
"2023-1-25-5","-2.2","-5.8","6","0","87",1,1,2023,1,25,5,2,201,268,31,438,469
"2023-1-25-6","-2.5","-6.2","7","0","89",1,1,2023,1,25,6,2,718,773,94,1397,1491
"2023-1-25-7","-1.5","-4.8","5.1","0","88",1,1,2023,1,25,7,2,1462,1544,188,2818,3006
"2023-1-25-8","0","-3.1","3.4","0","79",1,1,2023,1,25,8,2,2652,2209,295,4566,4861
"2023-1-25-9","0.1","-3.5","6.8","0","77",1,1,2023,1,25,9,2,2221,1699,269,3651,3920
"2023-1-26-0","11.3","6.6","33.5","1.6","95",3,1,2023,1,26,0,3,45,116,17,144,161
"2023-1-26-1","11.8","7.7","29.9","1.2","95",4,1,2023,1,26,1,3,47,90,16,121,137
"2023-1-26-10","6.1","0.4","26.8","0","73",1,1,2023,1,26,10,3,1173,1133,221,2085,2306
"2023-1-26-11","7.1","0.3","31.8","0","58",1,1,2023,1,26,11,3,1026,1023,200,1849,2049
"2023-1-26-12","7.5","0.4","33.2","0","53",1,1,2023,1,26,12,3,1111,1282,273,2120,2393
"2023-1-26-13","7.4","0.2","32.9","0","51",1,1,2023,1,26,13,3,1173,1284,244,2213,2457
"2023-1-26-14","7.8","0","36","0","47",1,1,2023,1,26,14,3,1241,1543,322,2462,2784
"2023-1-26-15","7.8","0.1","34.9","0","46",1,1,2023,1,26,15,3,1450,1658,333,2775,3108
"2023-1-26-16","7.7","0.1","33.9","0","43",1,1,2023,1,26,16,3,1677,1955,365,3267,3632
"2023-1-26-17","7.1","0.1","29.9","0","45",1,1,2023,1,26,17,3,2428,2413,416,4425,4841
"2023-1-26-18","6","-0.5","25.9","0","47",1,1,2023,1,26,18,3,2545,2476,462,4559,5021
"2023-1-26-19","5.2","-1.2","25.2","0","49",1,1,2023,1,26,19,3,1845,1948,383,3410,3793
"2023-1-26-2","11.2","9.8","11.2","5.3","97",3,1,2023,1,26,2,3,11,33,4,40,44
"2023-1-26-20","5","-0.5","19.6","0","51",1,1,2023,1,26,20,3,1270,1342,248,2364,2612
"2023-1-26-21","4.9","-0.6","18.9","0","52",1,1,2023,1,26,21,3,886,975,222,1639,1861
"2023-1-26-22","3.8","-1.6","18.3","0","56",1,1,2023,1,26,22,3,685,798,167,1316,1483
"2023-1-26-23","2.8","-2.2","16.2","0","62",1,1,2023,1,26,23,3,428,583,111,900,1011
"2023-1-26-3","10","9","7.2","4.7","99",3,1,2023,1,26,3,3,20,49,10,59,69
"2023-1-26-4","10","8","13.7","0.7","99",3,1,2023,1,26,4,3,36,51,11,76,87
"2023-1-26-5","9.5","6","21","0.1","93",3,1,2023,1,26,5,3,188,290,40,438,478
"2023-1-26-6","7.9","3.9","22.7","0.8","94",3,1,2023,1,26,6,3,583,790,89,1284,1373
"2023-1-26-7","7.2","2.7","23.9","0.1","90",3,1,2023,1,26,7,3,1360,1539,166,2733,2899
"2023-1-26-8","6.1","1.7","21.2","0","90",1,1,2023,1,26,8,3,2415,2133,263,4285,4548
"2023-1-26-9","5.5","0.1","25.8","0","81",1,1,2023,1,26,9,3,1950,1690,294,3346,3640
"2023-1-27-0","2.3","-2.7","16.9","0","64",1,1,2023,1,27,0,4,265,370,104,531,635
"2023-1-27-1","1.9","-3.2","16.9","0","66",1,1,2023,1,27,1,4,134,239,78,295,373
"2023-1-27-10","1.8","-1.8","7.9","0","73",1,1,2023,1,27,10,4,1427,1103,265,2265,2530
"2023-1-27-11","3.8","0","9.2","0","65",1,1,2023,1,27,11,4,1218,1193,312,2099,2411
"2023-1-27-12","4.9","0.4","13","0","54",1,1,2023,1,27,12,4,1514,1388,385,2517,2902
"2023-1-27-13","5.3","0.3","15.3","0","49",1,1,2023,1,27,13,4,1504,1559,407,2656,3063
"2023-1-27-14","6","0.7","17.3","0","45",1,1,2023,1,27,14,4,1712,1738,479,2971,3450
"2023-1-27-15","6","0.4","18.8","0","42",1,1,2023,1,27,15,4,1703,1994,488,3209,3697
"2023-1-27-16","5.5","-0.2","19.2","0","42",1,1,2023,1,27,16,4,1964,2041,482,3523,4005
"2023-1-27-17","4.8","-0.6","17.3","0","45",1,1,2023,1,27,17,4,2528,2354,543,4339,4882
"2023-1-27-18","3.7","-1.1","13.2","0","49",1,1,2023,1,27,18,4,2314,2052,459,3907,4366
"2023-1-27-19","2.2","-2.2","11.2","0","57",1,1,2023,1,27,19,4,1656,1642,379,2919,3298
"2023-1-27-2","1.5","-3.4","16","0","68",1,1,2023,1,27,2,4,84,112,38,158,196
"2023-1-27-20","0.9","-3","8.8","0","69",1,1,2023,1,27,20,4,1058,1239,281,2016,2297
"2023-1-27-21","0.9","-2.9","8","0","69",1,1,2023,1,27,21,4,711,885,216,1380,1596
"2023-1-27-22","0.7","-3.4","9.7","0","69",1,1,2023,1,27,22,4,580,799,198,1181,1379
"2023-1-27-23","-0.2","-4.1","8","0","72",1,1,2023,1,27,23,4,493,697,218,972,1190
"2023-1-27-3","0.9","-3.7","13.8","0","72",1,1,2023,1,27,3,4,61,73,15,119,134
"2023-1-27-4","0.3","-4.1","12.4","0","77",1,1,2023,1,27,4,4,57,66,19,104,123
"2023-1-27-5","-0.4","-4.4","10.1","0","83",1,1,2023,1,27,5,4,174,244,26,392,418
"2023-1-27-6","-1.1","-4.9","8.3","0","87",1,1,2023,1,27,6,4,510,706,90,1126,1216
"2023-1-27-7","-1.7","-5.3","7.2","0","89",1,1,2023,1,27,7,4,1147,1331,162,2316,2478
"2023-1-27-8","-0.4","-4.1","8.4","0","81",1,1,2023,1,27,8,4,1984,1983,278,3689,3967
"2023-1-27-9","0.2","-3.7","9.7","0","79",1,1,2023,1,27,9,4,1799,1515,316,2998,3314
"2023-1-28-0","-0.9","-4.8","8.1","0","79",1,1,2023,1,28,0,5,449,547,192,804,996
"2023-1-28-1","-0.8","-4.6","8.4","0","82",1,1,2023,1,28,1,5,319,389,157,551,708
"2023-1-28-10","3.1","-1.5","14.5","0","65",1,1,2023,1,28,10,5,1662,1301,439,2524,2963
"2023-1-28-11","5.6","0.7","17.1","0","57",1,1,2023,1,28,11,5,2115,1603,638,3080,3718
"2023-1-28-12","8.3","3.3","18.7","0","50",1,1,2023,1,28,12,5,2543,1923,911,3555,4466
"2023-1-28-13","10.1","4.4","23.5","0","44",1,1,2023,1,28,13,5,2678,2063,1059,3682,4741
"2023-1-28-14","10.7","4.8","23.8","0","40",1,1,2023,1,28,14,5,2820,2143,1144,3819,4963
"2023-1-28-15","10.8","5.3","21","0","39",1,1,2023,1,28,15,5,2688,1996,1080,3604,4684
"2023-1-28-16","10.4","5.3","18.2","0","42",1,1,2023,1,28,16,5,2424,1969,950,3443,4393
"2023-1-28-17","9.4","4.8","15.3","0","47",1,1,2023,1,28,17,5,2210,1809,802,3217,4019
"2023-1-28-18","8","3.9","12","0","51",1,1,2023,1,28,18,5,1710,1598,590,2718,3308
"2023-1-28-19","5.6","2","8.7","0","60",1,1,2023,1,28,19,5,1515,1481,578,2418,2996
"2023-1-28-2","-0.9","-5.1","10.8","0","81",1,1,2023,1,28,2,5,220,256,112,364,476
"2023-1-28-20","5.2","1.6","8.9","0","62",1,1,2023,1,28,20,5,1137,1147,401,1883,2284
"2023-1-28-21","5.6","1.9","10.4","0","62",1,1,2023,1,28,21,5,849,914,377,1386,1763
"2023-1-28-22","5.5","1.5","12","0","65",1,1,2023,1,28,22,5,780,863,294,1349,1643
"2023-1-28-23","4.3","0.7","10","0","70",1,1,2023,1,28,23,5,684,736,296,1124,1420
"2023-1-28-3","-0.8","-5.3","12.4","0","76",1,1,2023,1,28,3,5,129,158,51,236,287
"2023-1-28-4","-0.4","-5.5","15.8","0","70",1,1,2023,1,28,4,5,95,110,43,162,205
"2023-1-28-5","0.5","-4.9","17.9","0","65",1,1,2023,1,28,5,5,61,109,19,151,170
"2023-1-28-6","0.9","-4.3","17.2","0","66",1,1,2023,1,28,6,5,154,219,56,317,373
"2023-1-28-7","0.2","-4.7","15.1","0","72",1,1,2023,1,28,7,5,361,400,93,668,761
"2023-1-28-8","0.6","-3.8","12.8","0","73",1,1,2023,1,28,8,5,659,714,165,1208,1373
"2023-1-28-9","1.5","-3.4","15.8","0","69",1,1,2023,1,28,9,5,1182,999,256,1925,2181
"2023-1-29-0","3.5","0","9.2","0","74",1,1,2023,1,29,0,6,645,664,276,1033,1309
"2023-1-29-1","2.9","-0.5","8.5","0","78",1,1,2023,1,29,1,6,480,420,208,692,900
"2023-1-29-10","5.1","1.7","10.4","0","76",1,1,2023,1,29,10,6,1474,1072,438,2108,2546
"2023-1-29-11","7.1","3.7","10.2","0","68",1,1,2023,1,29,11,6,1942,1472,622,2792,3414
"2023-1-29-12","8.5","4.6","14.1","0","62",1,1,2023,1,29,12,6,2185,1630,712,3103,3815
"2023-1-29-13","10.1","5.6","18.8","0","56",1,1,2023,1,29,13,6,2196,1827,841,3182,4023
"2023-1-29-14","10.1","4.9","22.5","0","54",1,1,2023,1,29,14,6,2423,1982,844,3561,4405
"2023-1-29-15","10.4","5.3","21.9","0","53",1,1,2023,1,29,15,6,2299,1945,881,3363,4244
"2023-1-29-16","9.9","5.1","19.8","0","54",1,1,2023,1,29,16,6,1997,1804,761,3040,3801
"2023-1-29-17","9.4","4.9","17.8","0","57",1,1,2023,1,29,17,6,1737,1629,578,2788,3366
"2023-1-29-18","9","4.4","18.4","0","59",1,1,2023,1,29,18,6,1586,1628,529,2685,3214
"2023-1-29-19","8.2","3.8","17.6","0","64",1,1,2023,1,29,19,6,1087,1222,349,1960,2309
"2023-1-29-2","1.4","-2.1","8.9","0","85",1,1,2023,1,29,2,6,308,312,153,467,620
"2023-1-29-20","6.8","3.2","12.5","0","70",1,1,2023,1,29,20,6,837,1005,263,1579,1842
